3805	0.03761
3805	0.03761
3813	0.03761
3818	0.03761
3826	0.04063
3831	0.04063
3844	0.04365
3848	0.04393
3865	0.04860
3874	0.05079
3878	0.05079
3887	0.05574
3891	0.05656
3895	0.05629
3900	0.05793
3900	0.05793
3904	0.06151
3912	0.06398
3917	0.06398
3921	0.06562
3925	0.06590
3934	0.07167
3938	0.07194
3951	0.07496
3960	0.07716
3968	0.07991
3973	0.07991
3990	0.08595
3998	0.08897
4007	0.09089
4011	0.09089
4016	0.09226
4020	0.09254
4029	0.09584
4033	0.09611
4033	0.09611
4037	0.09968
4046	0.1035
4050	0.1035
4050	0.1035
4054	0.1087
4059	0.1082
4067	0.1114
4071	0.1123
4076	0.1147
4080	0.1158
4080	0.1158
4084	0.1191
4089	0.1189
4093	0.1219
4097	0.1222
4101	0.1244
4106	0.1246
4114	0.1271
4123	0.1304
4132	0.1348
4136	0.1348
4136	0.1348
4140	0.1378
4144	0.1375
4170	0.1433
4170	0.1433
4188	0.1411
4209	0.1439
4218	0.1452
4222	0.1452
4226	0.1493
4231	0.1496
4235	0.1551
4248	0.1617
4256	0.1645
4265	0.1672
4269	0.1672
4274	0.1694
4282	0.1697
4295	0.1694
4308	0.1636
4313	0.1636
4317	0.1622
4334	0.1787
4338	0.1787
4338	0.1787
4343	0.1815
4347	0.1812
4351	0.1834
4368	0.1886
4377	0.1911
4390	0.1919
4412	0.1927
4425	0.1960
4429	0.1969
4438	0.1985
4446	0.1996
4446	0.1996
4459	0.1980
4468	0.2001
4472	0.2001
4481	0.2034
4498	0.2056
4533	0.2098
4537	0.2100
4541	0.2098
4550	0.2128
4554	0.2144
4558	0.2147
4571	0.2191
4576	0.2194
4593	0.2207
4602	0.2218
4602	0.2218
4649	0.2216
4654	0.2216
4658	0.2240
4671	0.2271
4680	0.2268
4684	0.2268
4688	0.2309
4692	0.2298
4697	0.2336
4705	0.2342
4705	0.2342
4710	0.2342
4714	0.2325
4719	0.2279
4723	0.2334
4727	0.2358
4744	0.2345
4753	0.2364
4753	0.2364
4757	0.2342
4766	0.2378
4770	0.2380
4779	0.2391
4792	0.2411
4796	0.2413
4809	0.2427
4861	0.2416
4866	0.2413
4870	0.2383
4874	0.2386
4874	0.2386
4900	0.2460
4904	0.2460
4917	0.2463
4935	0.2490
4943	0.2501
4948	0.2509
4974	0.2501
4987	0.2504
4991	0.2507
4995	0.2534
5000	0.2537
5052	0.2561
5121	0.2559
5125	0.2567
5151	0.2589
5156	0.2589
5173	0.2600
5182	0.2570
5203	0.2583
5208	0.2570
5212	0.2570
5229	0.2578
5234	0.2572
5247	0.2572
5290	0.2567
5299	0.2550
5303	0.2564
5307	0.2567
5320	0.2591
5346	0.2594
5351	0.2567
5355	0.2564
5377	0.2591
5385	0.2575
5390	0.2556
5394	0.2561
5403	0.2539
5407	0.2536
5412	0.2520
5416	0.2520
5425	0.2545
5433	0.2550
5442	0.2534
5459	0.2528
5468	0.2520
5472	0.2523
5494	0.2539
5503	0.2545
5511	0.2534
5520	0.2520
5529	0.2509
5551	0.2457
5559	0.2501
5568	0.2509
5577	0.2492
5581	0.2492
5611	0.2479
5637	0.2459
5642	0.2473
5646	0.2473
5663	0.2465
5668	0.2462
5672	0.2437
5676	0.2437
5685	0.2448
5685	0.2448
5698	0.2426
5711	0.2327
5716	0.2327
5724	0.2355
5733	0.2369
5733	0.2369
5803	0.2278
5807	0.2256
5807	0.2256
5811	0.2256
5820	0.2237
5850	0.2228
5855	0.2209
5859	0.2209
5872	0.2182
5877	0.2182
5885	0.2162
5890	0.2165
5894	0.2149
5898	0.2146
5903	0.2162
5903	0.2162
5911	0.2173
5916	0.2176
5920	0.2195
5928	0.2250
5933	0.2267
5937	0.2267
5937	0.2267
5946	0.2239
5955	0.2220
5968	0.2206
5985	0.2193
5994	0.2171
5998	0.2151
5998	0.2151
6002	0.2149
6015	0.2135
6029	0.2127
6042	0.2138
6059	0.2096
6063	0.2118
6068	0.2118
6081	0.2030
6081	0.2030
6094	0.2091
6098	0.2088
6102	0.2115
6102	0.2115
6107	0.2121
6115	0.2140
6120	0.2143
6133	0.2121
6141	0.2137
6146	0.2132
6146	0.2132
6159	0.2115
6163	0.2126
6167	0.2126
6185	0.2006
6189	0.2124
6193	0.2143
6198	0.2143
6228	0.2137
6237	0.2179
6241	0.2146
6245	0.2148
6263	0.2168
6276	0.2170
6284	0.2181
6293	0.2206
6301	0.2209
6316	0.1827
6320	0.1885
6320	0.1821
6325	0.1613
6325	0.1613
6328	0.1885
6336	0.2214
6336	0.2214
6340	0.2214
6345	0.2071
6345	0.2071
6350	0.2047
6354	0.2066
6358	0.2069
6367	0.2107
6371	0.2121
6375	0.2178
6380	0.2181
6384	0.2222
6388	0.2225
6401	0.2253
6405	0.2247
6414	0.2269
6418	0.2269
6418	0.2269
6422	0.2475
6427	0.2439
6431	0.2319
6431	0.2319
6436	0.2302
6440	0.2321
6448	0.2360
6453	0.2360
6457	0.2351
6466	0.2343
6483	0.2398
6487	0.2409
6505	0.2404
6513	0.2475
6518	0.2461
6522	0.2461
6544	0.2434
6544	0.2434
6552	0.2448
6569	0.2497
6574	0.2505
6587	0.2486
6591	0.2486
6591	0.2486
6600	0.2467
6604	0.2486
6613	0.2513
6621	0.2530
6626	0.2522
6630	0.2524
6635	0.2505
6639	0.2505
6682	0.2566
6695	0.2563
6708	0.2574
6717	0.2585
6725	0.2607
6743	0.2626
6747	0.2629
6751	0.2615
6756	0.2612
6760	0.2571
6764	0.2585
6834	0.2642
6842	0.2653
6842	0.2653
6860	0.2510
6865	0.2351
6870	0.2175
6874	0.2238
6874	0.2238
6878	0.2247
6882	0.2313
6891	0.2384
6899	0.2450
6908	0.2546
6912	0.2565
6916	0.2618
6920	0.2620
6925	0.2637
6929	0.2634
6933	0.2637
6942	0.2642
6951	0.2672
6955	0.2678
6959	0.2697
6963	0.2705
6985	0.2689
7015	0.2730
7033	0.2747
7046	0.2749
7072	0.2664
7072	0.2664
7081	0.2670
7085	0.2736
7089	0.2738
7093	0.2738
7120	0.2675
7150	0.2623
7159	0.2554
7172	0.2565
7172	0.2565
7176	0.2606
7185	0.2689
7189	0.2689
7207	0.2623
7215	0.2623
7220	0.2639
7224	0.2675
7228	0.2675
7245	0.2653
7271	0.2691
7276	0.2689
7280	0.2713
7284	0.2713
7284	0.2713
7297	0.2705
7302	0.2705
7311	0.2650
7315	0.2650
7328	0.2686
7332	0.2686
7345	0.2664
7354	0.2672
7363	0.2669
7367	0.2664
7393	0.2683
7397	0.2675
7415	0.2590
7419	0.2590
7419	0.2590
7428	0.2441
7433	0.2425
7437	0.2537
7437	0.2537
7441	0.2631
7445	0.2656
7449	0.2653
7454	0.2664
7458	0.2661
7458	0.2661
7462	0.2647
7467	0.2645
7523	0.2598
7527	0.2598
7537	0.2416
7539	0.1474
7542	0.2150
7544	0.1485
7548	0.1521
7548	0.1499
7553	0.1128
7554	0.1087
7558	0.1087
7562	0.1087
7562	0.1087
7567	0.1087
7569	0.1625
7569	0.1625
7572	0.08647
7572	0.08647
7574	0.1658
7583	0.1551
7583	0.1551
7587	0.1551
7591	0.1774
7595	0.1735
7599	0.1980
7607	0.2263
7611	0.2263
7615	0.2326
7619	0.2414
7628	0.2488
7632	0.2488
7636	0.2551
7645	0.2587
7653	0.2578
7671	0.2573
7675	0.2573
7684	0.2565
7692	0.2551
7697	0.2576
7701	0.2567
7701	0.2567
7718	0.2551
7723	0.2523
7727	0.2518
7732	0.2523
7762	0.2386
7767	0.2386
7767	0.2386
7775	0.2466
7784	0.2523
7788	0.2518
7797	0.2512
7801	0.2537
7805	0.2537
7805	0.2537
7844	0.2471
7849	0.2488
7853	0.2488
7862	0.2482
7870	0.2457
7875	0.2457
7892	0.2446
7892	0.2446
7901	0.2521
7905	0.2540
7909	0.2537
7909	0.2537
7922	0.2540
7927	0.2496
7931	0.2496
7957	0.2507
7961	0.2501
7970	0.2490
7979	0.2496
8005	0.2460
8009	0.2460
8018	0.2422
8022	0.2400
8027	0.2400
8035	0.2372
8040	0.2350
8049	0.2328
8053	0.2281
8057	0.2284
8062	0.2210
8066	0.2199
8071	0.2207
8071	0.2207
8075	0.2204
8079	0.2229
8084	0.2237
8105	0.2265
8114	0.2306
8118	0.2298
8118	0.2298
8123	0.2229
8127	0.2210
8131	0.2160
8136	0.2160
8145	0.2155
8145	0.2155
8149	0.2062
8154	0.2048
8158	0.2086
8158	0.2086
8162	0.2045
8166	0.2160
8166	0.2160
